Text,Level,A1,A2,B1,B2,C1,C2,Labels,Text Count
Color blindness is very sensitive to changes in material . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
The pitching distance is 50 feet . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
"In the C programming language ,",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
Example code in the C programming language is shown below . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
The head and thorax are white . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
"Traditionally , this dance is performed only by women at night without any instruments . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
"Traditionally , this dance performed without any instruments . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
"In February 1982 , two television antennas were added to the structure , increasing its total height to 1707 ft . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",21
"In 1867 , the town had a boom in population when gold and silver were found in the area . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",20
There are few characteristics common to all blues . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
"In modern times , belts for both men and women are used in BDSM . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
The opinions of viewers at the time was divided and it has not fared better over time . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
"The opinions of viewers at the time was divided The four-part serial aired in 1982 , and it has not done better over time . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",25
The series was popular with American audiences . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
"From 2012 to 2013 , viewership decreased from 613,000 to 571,000 . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
"From 2012 to 2013 , viewership went up from 613,000 to 571,000 . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
"Call and response is common in folk and choral singing of many people , especially in African musical cultures . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",20
"In the 19th century , water closets started to be more common than chamber pots , but chamber pots were still used until the mid-20th century . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",27
A team gets 3 points for a win . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
Demarest traveled around on foot to learn more about the Earth 's structure . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
"He utilized his journeys , traveling on foot , so as to add to his knowledge of the Earth 's structure . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",22
Students can also choose to attend a community college prior to further study at another college or university . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",19
Some students choose to attend a community college or junior college for two years beforehand to further study at another college or university . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",24
The home uniform colors of the club are red and white . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
The game received fairly good reviews from critics . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
It is best known for its engineering design work . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
It is best known for its design work for the built environment . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
"The median income for a household in 2000 was  16,563 per year . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
The current constitution dates from 1997 . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
"The book is divided into two parts , and is 108,260 words long . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
The main entrance to the castle is through the western barbican . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
"In July 2003 , iPass successfully issued its IPO , raising over  100 million . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
"In July 2003 , the firm successfully issued its IPO , raising over  100 million . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
"In December 2003 , the main building was closed for repair . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
"In December 2003 , the main building of the museum closed for a major renovation . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
By the end of the year French armies had won victories on all fronts . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
"By the end of the year French armies had won victories on all fronts , and as the year closed they began advancing into the Netherlands . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",27
"Its economy consists mainly of mining , agriculture and fishing . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
"Main industries in the province are mining , agriculture and fishing . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
There are three types of softball . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
There are two types of softball  fastpitch and slow pitch . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
Modern dry cleaning 's use of non-water - based solvents to remove soil and stains from clothes was reported as early as 1855 . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",24
The basic unit of an element is called an atom . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
The atom is the basic unit of chemistry . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
A major upgrade took place place between 2010 and is expected to be completed in 2015 . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
The A  32 million first phase of a major upgrade began in 2010 and is expected to be completed during 2015 . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",22
Three matches happened on the pre-show . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
One or two players regularly form a side on beach courts divided by a net like beach tennis . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",19
"The salt - water lake has a length , from northwest to southeast , of 22 km . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
"The lake has a length , from northwest to southeast , of 22 km ; its maximum width is 12 km . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",22
"In understanding a process , the process is typically mapped out and the process is monitored using control charts . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",20
"The median income for a household was  41,290 . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
The school is known for having a large number of white students compared with the national average . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
"Some adults travel to other countries to have access to sex with children , which is unavailable in their home country . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",22
This breed originated in the second half of the nineteenth century in Japan . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
This breed originated in the second half of the 19th century . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
They are usually in pairs or small noisy groups of 10 to 30 . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
7 - Eleven stores in Japan look different from stores in other countries as they offer a wider selection of products and services . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",24
His age at death has been estimated from 7 years six months to as old as 15 years . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",19
The format remains largely unchanged from previous seasons . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
The show 's format remained the same from previous seasons of the show . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
The Eta Carinae star system is currently one of the most massive that can be studied in great detail . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",20
"The book has been in print since it was first published , and has sold over one million copies . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",20
"The book has remained in print since its initial publication in 1971 , and has sold over two million copies . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",21
The island has an area of about 174 km . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
"started as a political youth organization in 2000 and became a political party in January 2006 , running in the 2006 elections . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",23
"He died in London on 5 December 2013 , aged 75 , from undisclosed causes . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
Japanese radios did pick up more American submarine activity and messages . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
"Sea levels were high , and there was a great variety of fish and other marine organisms . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
Female pandas may give birth to two young . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
The health risks associated with nuclear materials have also been of concern . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
The film won two wac awards of its eight nominations . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
The movie won two of its eight nominations . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
"At age ten she was traveling , had boyfriends and wanted to be an actress . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
Amateur radio operators talk to each other in many ways . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
"However , the theater was closed on royal order in 1792 and it became a warehouse . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
In 1792 it was closed and became a warehouse . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
"Another part of the show was the the knight 's tour , a famed chess puzzle . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
"The population was 22,699 at the 2010 census and an estimated 25,976 in 2018 . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
POTS can be caused by many different things . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
Slowpitch pitching distance is 50 feet for both male and female players . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
He died in the early hours of 13 July 2019 after a brief illness . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
Several November records for deep snow were broken . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
"Since measurings begun in 1905 , several November records for deep snow were broken . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
"The median income for a household was  34,669 . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
Six field guides have also been published . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
Four field guides were also released . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
"Porcelain originated in China , and ' china ' is the common name of the product . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
Pipelining improves performance by allowing a number of instructions to work their way through the processor at the same time . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",21
The area was opened up by settlers from the 1860s . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
Tennis is an Olympic sport and is played at all levels of society and at all ages . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
Tennis is now a sport that is played at the Olympics . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
Scientists do not know why the Christmas Island Pipistrelle 's numbers dropped . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
Adults of both sexes are medium to large birds . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
Late in life he suffered from depression . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
Adults fly in the late morning and early afternoon . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
"Shooting has inspired competition , and in several countries rifle clubs started to form in the 19th century . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",19
Centers often coordinate with outside programs . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
Centers often coordinate with outside programs such as 211 . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
The musical film was a natural development of the stage musical after the emergence of sound film technology . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",19
The musical movie was a natural development of the stage musical . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
"From 1989 to 1993 the Hipparcos satellite took measurements for over 100,000 nearby stars . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
The story has been changed many times in the centuries following its publication . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
The importation of slaves was made illegal in 1792 . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
Basic modifications are simple . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",5
Basic changes are simple . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",5
"In 2004 1896 , winners ' medals were in fact silver . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
"In 1896 , winners ' medals were made from silver . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
The movie was generally a failure . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
The design of the trains was finalized in September 2004 . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
"After September 1939 , the Dutch tried to improve the situation , but with little result . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
Over the years she has worked in various styles including jazz and art song . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
"For example , a person had to choose between two stocks . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
"For example , assume an investor had to choose between two stocks . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
He started his acting career in the late 1990s . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
The main economic activity is commerce with Haiti . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
Solar cells produce direct current electricity from sunlight which can be used to power equipment or to recharge a battery . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",21
Civil rights are protected by law and custom . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
The relief decoration was removed in 1945 . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
"On January 17 , 1995 , a magnitude 6. 9 earthquake occurred at 5  46 am JST near the city . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",21
"On January 17 , 1995 a very powerful earthquake hit the city . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
"These birds feed on insects , including those stirred up by cattle . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
The six-part series followed the book in great detail including all key features . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
The six-part series followed the book in great detail . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
Programs are composed of instructions which operate on values . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
"The station 's large hall was the same shape as many 19th century concert halls , that is , it is shaped like a horse shoe . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",27
He was then nominated by the prime minister to serve as the Minister of Finance . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
"29,000 houses were destroyed and more than 5,000 people were killed . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
"Runner Types Since 1940 , there has been a shift to production of Runner type peanuts in the southeastern U. S . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",22
Rapid forces were needed to protect important locations from the enemy . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
Butter cakes are often made by beating the butter and sugar until fluffy . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
The highlighted countries qualified for the final . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",8
These five countries are directly qualified for the final . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
"In 1984 , when he was about 25 , he finally came into contact people from outside his family . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",20
She went school with in - depth study of languages . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
"She went to school with in - depth study of foreign languages , and now knows three languages . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",19
The movement of snakes in trees has only recently been studied . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
"Before the beginnig of the 1700s , there might not have been a permanent population there . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",17
Its relative minor is F minor and its parallel minor is A-flat minor . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
The relative minor is F minor . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
The pitching distance can range between 35 and 43 feet . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
"16 - bit programs usually run in a single virtual DOS machine , sharing memory between them . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
The episode includes cover versions of six songs . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
"The episode features cover versions of six songs , which received mixed reviews from critics . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
"All of the species are small land frogs , about 4 cm in length . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
The Grade is mostly used in mountaineering and big wall climbing . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
Construction on a new bridge began in 1987 and opened in 1997 . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",13
Construction on a new bridge began in 1987 and opened to traffic in 1992 . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
Scholars rocks can be any color . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
A serf had some freedom . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",6
Problems continued for the revised section . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
"However , the problem continued for the new revised section . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
"Chopsticks are used in cooking to stir materials in a pan , or to help move meals . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
"In the 1990s , major card issuers in the US raised the cash- back percentage up to 5  . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",19
Latin was the most important language in most of Europe in the Middle Ages . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",15
"During the Early Modern Age , Latin still was the most important language of culture in Europe . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",18
"A female Gilbert 's potoroo can have two babies in a year , while carrying only one at a time . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",21
"The female potoroos can have two babies in a year , but only carry one at a time . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",19
These concerns have gotten larger because of the actions of China . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",12
"In the summer of 2014 , during a fight in his house he took a hit to the head . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",20
Top two teams in each group advanced to the semi-finals,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",10
"The mouse - like hamsters are not real hamsters , although they look like hamsters . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",16
The movie cost about  15 million to make . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
The budget was around  15 million . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
Operators also check clothing for foreign objects before placing them into the machine . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
"As part of the changes , the transport to Ravenscraig will get better . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
"The airport still has an important role in emergency services operation , civil operation , and flight training . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",19
"At present , over 700 teachers work at the departments of the university . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",14
"At present , over 700 professors teach at the university . ",B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",11
The movement is in sonata form . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",7
Some people keep this species as a pet . ,B1,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]",9
